CodigoConvocatoria;CodigoSicAgente;NombreAgenteComprador;FechaPublicacionAviso;PeriodoAContratar;FechaPliegosParaConsulta;FechaPliegosDefinitivos;FechaLimiteRecepcionOfertas;AudienciaPublica;FechaMaximaFormalizacionContratos;Estado;TipoMercado;ExclusivaFNCER;FechaSuspension;FechaReactivacion;FechaCancelacion;FechaCierreConvocatoria
CP-EPIC2020-001;EPIC;CELSIA TOLIMA;3/02/2020;01/05/2020 al 31/12/2024;3/02/2020;24/02/2020;24/03/2020;3/04/2020;27/04/2020;Cerrada y adjudicada;Regulado;NO;;;;28/04/2020
CP-NMRC2020-001;NMRC;ENER+;30/01/2020;01/06/2020 al 31/12/2021;3/02/2020;24/02/2020;24/03/2020;4/04/2020;24/04/2020;Cerrada y adjudicada;Regulado;NO;;;;29/04/2020
CP-EDIC2020-001;EDIC;ELECTRICARIBE.;11/02/2020;15/05/2020 al 31/12/2025;11/02/2020;2/03/2020;31/03/2020;7/05/2020;29/05/2020;Cerrada y adjudicada;Regulado;NO;13/04/2020;;;1/06/2020
CP-EMPC2020-001;EMPC;EMSERPUCAR E.S.P.;3/03/2020;27/05/2020 al 31/12/2021;5/03/2020;26/03/2020;27/04/2020;9/05/2020;1/06/2020;Cerrada y desierta;Regulado;NO;;;;12/05/2020
CP-PEEC2020-002;PEEC;PEESA;3/03/2020;01/06/2020 al 31/12/2022;4/03/2020;26/03/2020;27/04/2020;9/05/2020;29/05/2020;Cerrada y adjudicada;Regulado;NO;;;;3/06/2020
CP-GNCC2020-001;GNCC;VATIA S.A.;20/02/2020;01/08/2020 al 31/12/2025;20/02/2020;12/03/2020;29/04/2020;13/05/2020;1/06/2020;Cerrada y adjudicada;Regulado;NO;14/04/2020;;;4/06/2020
CP-GNCC2020-002;GNCC;VATIA S.A.;2/03/2020;01/01/2021 al 31/12/2025;2/03/2020;24/03/2020;8/05/2020;21/05/2020;12/06/2020;Cerrada y desierta;Regulado;NO;22/04/2020;;;26/05/2020
CP-EEPC2020-001;EEPC;EEP(PEREIRA);30/03/2020;01/06/2020 al 31/12/2025;30/03/2020;14/04/2020;13/05/2020;23/05/2020;8/06/2020;Cerrada y adjudicada;Regulado;NO;;;;10/06/2020
CP-RTAC2020-001;RTAC;RENOVATIO;6/04/2020;01/01/2021 al 31/12/2025;6/04/2020;28/04/2020;28/05/2020;10/06/2020;11/06/2020;Cerrada y adjudicada;Regulado;NO;;;;17/06/2020
CP-CDSC2020-001;CDSC;CODENSA;21/04/2020;01/01/2021 al 31/12/2025;27/04/2020;18/05/2020;17/06/2020;2/07/2020;16/07/2020;Cerrada y adjudicada;Regulado;NO;;;;27/07/2020
CP-RTQC2020-001;RTQC;RUITOQUE S.A. E.S.P.;22/04/2020;01/01/2021 al 31/12/2025;24/04/2020;18/05/2020;17/06/2020;2/07/2020;24/07/2020;Cerrada y desierta;Regulado;NO;;;;7/07/2020
CP-DLRC2020-001;DLRC;DICELER;27/04/2020;15/07/2020 al 31/12/2026;27/04/2020;18/05/2020;17/06/2020;2/07/2020;24/07/2020;Cerrada y desierta;Regulado;NO;;;;3/07/2020
CP-HLAC2020-001;HLAC;ELECTROHUILA;29/04/2020;01/01/2022 al 31/12/2025;5/05/2020;15/05/2020;26/06/2020;10/07/2020;3/08/2020;Cerrada y adjudicada;Regulado;NO;;;;6/08/2020
CP-EPMC2020-001;EPMC;EEPPM;7/05/2020;01/01/2021 al 31/12/2036;12/05/2020;1/06/2020;2/07/2020;15/07/2020;5/08/2020;Cerrada y adjudicada;Regulado;NO;;;;18/08/2020
CP-CDNC2020-001;CDNC;CEDENAR;13/05/2020;01/10/2020 al 31/12/2021;19/05/2020;8/06/2020;9/07/2020;23/07/2020;14/08/2020;Cerrada y desierta;Regulado;NO;;;;27/07/2020
CP-EMPC2020-002;EMPC;EMSERPUCAR E.S.P.;14/05/2020;20/08/2020 al 31/12/2025;14/05/2020;5/06/2020;9/07/2020;23/07/2020;14/08/2020;Cerrada y desierta;Regulado;NO;;;;24/07/2020
CP-EEPC2020-002;EEPC;EEP(PEREIRA);5/06/2020;01/09/2020 al 31/12/2025;5/06/2020;23/06/2020;23/07/2020;5/08/2020;28/08/2020;Cerrada y adjudicada;Regulado;NO;;;;31/08/2020
CP-EDIC2020-002;EDIC;ELECTRICARIBE.;6/06/2020;15/09/2020 al 31/12/2021;6/06/2020;1/07/2020;30/07/2020;13/08/2020;20/08/2020;Cerrada y adjudicada;Regulado;NO;;;;2/09/2020
CP-EPIC2020-002;EPIC;CELSIA TOLIMA;11/06/2020;01/10/2020 al 31/12/2024;16/06/2020;9/07/2020;10/08/2020;21/08/2020;8/09/2020;Cerrada y adjudicada;Regulado;NO;;;;11/09/2020
CP-NMRC2020-002;NMRC;ENER+;16/06/2020;01/01/2021 al 31/12/2032;18/06/2020;13/07/2020;12/08/2020;26/08/2020;16/09/2020;Cerrada y desierta;Regulado;NO;;;;28/08/2020
CP-CQTC2020-001;CQTC;ELECTROCAQUETA;16/06/2020;01/01/2021 al 31/12/2025;17/06/2020;10/07/2020;12/08/2020;26/08/2020;16/09/2020;Cerrada y adjudicada;Regulado;NO;;;;28/09/2020
CP-GNCC2020-003;GNCC;VATIA S.A.;18/06/2020;01/01/2021 al 31/12/2025;18/06/2020;13/07/2020;12/08/2020;26/08/2020;14/09/2020;Cerrada y adjudicada;Regulado;NO;;;;17/09/2020
CP-RTAC2020-002;RTAC;RENOVATIO;19/06/2020;01/01/2021 al 31/12/2021;19/06/2020;14/07/2020;13/08/2020;27/08/2020;17/09/2020;Cerrada y desierta;Regulado;NO;;;;31/08/2020
CP-GNCC2020-004;GNCC;VATIA S.A.;19/06/2020;01/01/2021 al 31/12/2022;19/06/2020;14/07/2020;13/08/2020;27/08/2020;15/09/2020;Cerrada y adjudicada;Regulado;NO;;;;17/09/2020
CP-CDNC2020-002;CDNC;CEDENAR;25/06/2020;01/01/2023 al 31/12/2024;25/06/2020;17/07/2020;19/08/2020;29/08/2020;15/09/2020;Cerrada y adjudicada;Regulado;NO;;;;22/09/2020
CP-EMPC2020-003;EMPC;EMSERPUCAR E.S.P.;13/07/2020;01/10/2020 al 31/12/2025;13/07/2020;21/07/2020;20/08/2020;2/09/2020;23/09/2020;Cerrada y desierta;Regulado;NO;;;;2/09/2020
CP-DLRC2020-002;DLRC;DICELER;9/07/2020;01/10/2020 al 31/12/2026;10/07/2020;23/07/2020;24/08/2020;4/09/2020;15/09/2020;Cerrada y adjudicada;Regulado;NO;;;;1/10/2020
CP-RTQC2020-004;RTQC;RUITOQUE S.A. E.S.P.;3/07/2020;01/01/2021 al 31/12/2030;4/07/2020;27/07/2020;27/08/2020;9/09/2020;30/09/2020;Cerrada y adjudicada;Regulado;NO;;;;7/10/2020
CP-GNCC2020-005;GNCC;VATIA S.A.;3/07/2020;01/01/2022 al 31/12/2031;7/07/2020;29/07/2020;28/08/2020;10/09/2020;1/10/2020;Cerrada y adjudicada;Regulado;NO;;;;2/10/2020
CP-CHCC2020-001;CHCC;CHEC S.A. E.S.P.;6/07/2020;01/01/2022 al 31/12/2024;13/07/2020;4/08/2020;3/09/2020;16/09/2020;30/09/2020;Cerrada y adjudicada;Regulado;NO;;;;9/10/2020
CP-NEUC2020-001;NEUC;NEU;8/07/2020;01/11/2020 al 31/12/2022;16/07/2020;6/08/2020;10/09/2020;23/09/2020;15/10/2020;Cerrada y desierta;Regulado;NO;;;;24/09/2020
CP-EDIC2020-003;EDIC;ELECTRICARIBE.;21/07/2020;01/01/2022 al 31/12/2022;21/07/2020;12/08/2020;10/09/2020;23/09/2020;15/10/2020;Cerrada y desierta;Regulado;NO;;;;23/09/2020
CP-CASC2020-001;CASC;ENERCA S.A. E.S.P.;4/08/2020;01/11/2020 al 31/12/2020;6/08/2020;18/08/2020;15/09/2020;25/09/2020;13/10/2020;Cerrada y adjudicada;Regulado;NO;;;;26/10/2020
CP-EMIC2020-001;EMIC;EMCALI EICE ESP;24/07/2020;01/01/2021 al 31/12/2032;27/07/2020;11/08/2020;24/09/2020;7/10/2020;29/10/2020;Cerrada y adjudicada;Regulado;NO;15/09/2020;;;3/11/2020
CP-GNCC2020-006;GNCC;VATIA S.A.;31/07/2020;01/01/2021 al 31/12/2021;4/08/2020;26/08/2020;24/09/2020;7/10/2020;26/10/2020;Cerrada y adjudicada;Regulado;NO;;;;29/10/2020
CP-EEPC2020-003;EEPC;EEP;20/08/2020;01/12/2020 al 31/12/2024;20/08/2020;4/09/2020;2/10/2020;16/10/2020;3/11/2020;Cerrada y adjudicada;Regulado;NO;;;;5/11/2020
CP-EDPC2020-001;EDPC;DISPAC;14/08/2020;01/01/2021 al 31/12/2025;18/08/2020;7/09/2020;6/10/2020;17/10/2020;9/11/2020;Cerrada y desierta;Regulado;NO;;;;17/10/2020
CP-CNSC2020-001;CNSC;CENS;14/08/2020;01/02/2021 al 31/12/2024;18/08/2020;8/09/2020;7/10/2020;21/10/2020;12/11/2020;Cerrada y desierta;Regulado;NO;;;;22/10/2020
CP-CDSC2020-002;CDSC;CODENSA;18/08/2020;01/01/2021 al 31/12/2025;21/08/2020;11/09/2020;9/10/2020;23/10/2020;29/10/2020;Cerrada y adjudicada;Regulado;NO;;;;13/11/2020
CP-EPMC2020-002;EPMC;EPM;25/08/2020;01/01/2021 al 31/12/2025;28/08/2020;18/09/2020;19/10/2020;30/10/2020;23/11/2020;Cerrada y adjudicada;Regulado;NO;;;;1/12/2020
CP-EMPC2020-004;EMPC;EMSERPUCAR;3/09/2020;01/12/2020 al 31/12/2025;4/09/2020;18/09/2020;19/10/2020;30/10/2020;24/11/2020;Cancelada;Regulado;NO;;;9/10/2020;
CP-RTAC2020-003;RTAC;RENOVATIO;10/09/2020;01/01/2022 al 31/12/2025;14/09/2020;5/10/2020;5/11/2020;19/11/2020;11/12/2020;Cerrada y desierta;Regulado;NO;;;;24/11/2020
CP-ESSC2020-001;ESSC;ESSA;14/09/2020;01/02/2021 al 31/12/2025;15/09/2020;6/10/2020;5/11/2020;19/11/2020;11/12/2020;Cerrada y adjudicada;Regulado;NO;;;;16/12/2020
CP-NMRC2020-003;NMRC;Ener+;15/09/2020;01/01/2021 al 31/12/2030;17/09/2020;8/10/2020;9/11/2020;20/11/2020;27/11/2020;Cerrada y adjudicada;Regulado;NO;;;;2/12/2020
CP-CSSC2020-001;CSSC;CARIBESOL;5/10/2020;01/01/2021 al 31/12/2025;5/10/2020;13/10/2020;11/11/2020;25/11/2020;17/12/2020;Cerrada y adjudicada;Regulado;NO;;;;23/12/2020
CP-EPIC2020-003;EPIC;CELSIA TOLIMA;23/09/2020;01/01/2021 al 31/12/2024;24/09/2020;16/10/2020;17/11/2020;27/11/2020;12/12/2020;Cerrada y adjudicada;Regulado;NO;;;;5/01/2021
CP-EMPC2020-005;EMPC;EMSERPUCAR;10/10/2020;10/12/2020 al 31/12/2022;10/10/2020;21/10/2020;20/11/2020;27/11/2020;28/11/2020;Cerrada y adjudicada;Regulado;NO;;;;3/12/2020
CP-ENIC2020-001;ENIC;ENELAR;28/09/2020;01/01/2021 al 31/12/2021;28/09/2020;20/10/2020;19/11/2020;2/12/2020;16/12/2020;Cerrada y adjudicada;Regulado;NO;;;;24/12/2020
CP-RTQC2020-005;RTQC;RUITOQUE;6/10/2020;01/01/2021 al 31/12/2025;6/10/2020;23/10/2020;24/11/2020;3/12/2020;28/12/2020;Cerrada y desierta;Regulado;NO;;;;7/12/2020
CP-CMMC2020-002;CMMC;CARIBEMAR;15/10/2020;01/01/2021 al 31/12/2026;15/10/2020;22/10/2020;23/11/2020;4/12/2020;17/12/2020;Cerrada y adjudicada;Regulado;NO;;;;24/12/2020
CP-CHCC2020-002;CHCC;CHEC;2/10/2020;01/01/2022 al 31/12/2036;7/10/2020;29/10/2020;30/11/2020;11/12/2020;30/12/2020;Cerrada y adjudicada;Regulado;NO;;;;20/01/2021
CP-GNCC2020-007;GNCC;VATIA;5/10/2020;14/01/2021 al 31/12/2031;7/10/2020;29/10/2020;30/11/2020;11/12/2020;30/12/2020;Cerrada y adjudicada;Regulado;NO;;;;5/01/2021
CP-RTAC2020-004;RTAC;RENOVATIO;5/10/2020;21/01/2021 al 31/12/2021;5/10/2020;27/10/2020;27/11/2020;11/12/2020;5/01/2021;Cerrada y desierta;Regulado;NO;;;;14/12/2020
CP-CQTC2020-002;CQTC;ELECTROCAQUETA;14/10/2020;01/01/2021 al 31/12/2024;14/10/2020;28/10/2020;27/11/2020;11/12/2020;18/12/2020;Cerrada y adjudicada;Regulado;NO;;;;28/12/2020
CP-EEPC2020-004;EEPC;EEP;19/10/2020;01/01/2021 al 31/12/2024;19/10/2020;3/11/2020;2/12/2020;16/12/2020;31/12/2020;Cerrada y adjudicada;Regulado;NO;;;;12/01/2021
CP-DLRC2020-003;DLRC;DICELER;3/11/2020;01/01/2021 al 31/12/2025;3/11/2020;10/11/2020;10/12/2020;23/12/2020;26/12/2020;Cerrada y adjudicada;Regulado;NO;;;;12/01/2021
CP-CNSC2020-002;CNSC;CENS;21/10/2020;01/03/2021 al 31/12/2024;22/10/2020;12/11/2020;15/12/2020;26/12/2020;19/01/2021;Cerrada y adjudicada;Regulado;NO;;;;26/01/2021
CP-EDPC2020-002;EDPC;DISPAC;26/10/2020;01/02/2021 al 31/12/2025;26/10/2020;18/11/2020;17/12/2020;30/12/2020;12/01/2021;Cerrada y adjudicada;Regulado;NO;;;;18/01/2021
CP-EMIC2020-002;EMIC;EMCALI;27/10/2020;01/03/2021 al 31/12/2025;28/10/2020;19/11/2020;28/12/2020;7/01/2021;29/01/2021;Cerrada y adjudicada;Regulado;NO;;;;1/03/2021
CP-CDNC2020-003;CDNC;CEDENAR;6/11/2020;01/03/2021 al 31/12/2024;6/11/2020;30/11/2020;30/12/2020;14/01/2021;3/02/2021;Cerrada y adjudicada;Regulado;NO;;;;9/02/2021
CP-CDSC2020-003;CDSC;CODENSA;12/11/2020;01/01/2022 al 31/12/2026;17/11/2020;9/12/2020;8/01/2021;22/01/2021;27/01/2021;Cerrada y adjudicada;Regulado;NO;;;;1/02/2021
CP-CSSC2020-002;CSSC;Air-e;30/11/2020;01/03/2021 al 31/12/2026;30/11/2020;9/12/2020;8/01/2021;22/01/2021;11/02/2021;Cerrada y adjudicada;Regulado;NO;;;;16/02/2021
CP-EDQC2020-001;EDQC;EDEQ;19/11/2020;01/04/2021 al 31/12/2026;23/11/2020;15/12/2020;15/01/2021;28/01/2021;18/02/2021;Cerrada y adjudicada;Regulado;NO;;;;24/02/2021
CP-TPLC2020-001;TPLC;TERPEL;23/11/2020;01/03/2021 al 31/12/2022;25/11/2020;17/12/2020;21/01/2021;29/01/2021;19/02/2021;Cerrada y desierta;Regulado;NO;;;;29/01/2021
CP-NEUC2020-002;NEUC;NEU;17/11/2020;01/04/2021 al 31/12/2025;25/11/2020;17/12/2020;21/01/2021;3/02/2021;24/02/2021;Cerrada y desierta;Regulado;NO;;;;5/02/2021
CP-EMEC2020-002;EMEC;EMEE;10/12/2020;01/03/2021 al 31/12/2022;10/12/2020;23/12/2020;25/01/2021;5/02/2021;12/02/2021;Cerrada y adjudicada;Regulado;NO;;;;23/02/2021
CP-EPSC2020-002;EPSC;CELSIA Colombia;2/12/2020;01/01/2024 al 31/12/2025;4/12/2020;29/12/2020;28/01/2021;9/02/2021;2/03/2021;Cerrada y adjudicada;Regulado;NO;;;;17/03/2021
CP-RTQC2020-006;RTQC;RUITOQUE;28/12/2020;01/04/2021 al 31/12/2025;28/12/2020;15/01/2021;12/02/2021;25/02/2021;12/03/2021;Cerrada y adjudicada;Regulado;NO;;;;18/03/2021
CP-CMMC2021-001;CMMC;CARIBEMAR;12/01/2021;15/04/2021 al 31/12/2026;12/01/2021;22/01/2021;19/02/2021;4/03/2021;25/03/2021;Cerrada y adjudicada;Regulado;NO;;;;6/04/2021
CP-NEUC2020-003;NEUC;NEU;22/12/2020;01/05/2021 al 31/12/2025;31/12/2020;25/01/2021;22/02/2021;5/03/2021;29/03/2021;Cerrada y desierta;Regulado;NO;;;;11/03/2021
CP-CQTC2021-001;CQTC;ELECTROCAQUETA;22/01/2021;01/01/2022 al 31/12/2023;22/01/2021;12/02/2021;12/03/2021;26/03/2021;20/04/2021;Cerrada y desierta;Regulado;NO;;;;31/03/2021
CP-CSSC2021-001;CSSC;Air-e;25/01/2021;01/05/2021 al 31/12/2026;25/01/2021;12/02/2021;12/03/2021;26/03/2021;19/04/2021;Cerrada y adjudicada;Regulado;NO;;;;23/04/2021
CP-HLAC2021-001;HLAC;ELECTROHUILA;25/01/2021;01/01/2022 al 31/12/2025;29/01/2021;18/02/2021;19/03/2021;2/04/2021;21/04/2021;Cerrada y adjudicada;Regulado;NO;;;;4/05/2021
CP-GNCC2021-001;GNCC;VATIA;8/02/2021;20/05/2021 al 31/12/2025;10/02/2021;24/02/2021;25/03/2021;9/04/2021;19/04/2021;Cerrada y adjudicada;Regulado;NO;;;;23/04/2021
CP-CNSC2021-001;CNSC;CENS;8/02/2021;01/01/2022 al 31/12/2023;9/02/2021;2/03/2021;31/03/2021;15/04/2021;6/05/2021;Cerrada y desierta;Regulado;NO;;;;16/04/2021
CP-EMEC2021-001;EMEC;EMEE;25/02/2021;01/06/2021 al 31/12/2022;25/02/2021;5/03/2021;9/04/2021;22/04/2021;13/05/2021;Cerrada y adjudicada;Regulado;NO;;;;24/06/2021
CP-CDSC2021-001;CDSC;CODENSA;17/02/2021;01/01/2022 al 31/12/2036;22/02/2021;15/03/2021;15/04/2021;28/04/2021;14/05/2021;Cerrada y adjudicada;Regulado;NO;;;;26/05/2021
CP-ESSC2021-001;ESSC;ESSA;22/02/2021;10/06/2021 al 31/12/2025;23/02/2021;16/03/2021;16/04/2021;29/04/2021;21/05/2021;Cerrada y adjudicada;Regulado;NO;;;;31/05/2021
CP-TPLC2021-001;TPLC;TERPEL;16/02/2021;01/07/2021 al 31/12/2023;22/02/2021;3/03/2021;20/04/2021;30/04/2021;3/06/2021;Cerrada y adjudicada;Regulado;NO;;;;16/06/2021
CP-EEPC2021-001;EEPC;EEP;2/03/2021;01/01/2022 al 31/12/2026;2/03/2021;17/03/2021;19/04/2021;30/04/2021;24/05/2021;Cerrada y adjudicada;Regulado;NO;;;;25/05/2021
CP-NEUC2021-001;NEUC;NEU;24/02/2021;01/07/2021 al 31/12/2025;4/03/2021;26/03/2021;29/04/2021;12/05/2021;3/06/2021;Cerrada y adjudicada;Regulado;NO;;;;7/07/2021
CP-CHCC2021-001;CHCC;CHEC;8/03/2021;01/07/2021 al 31/12/2026;9/03/2021;30/03/2021;29/04/2021;12/05/2021;1/06/2021;Cerrada y adjudicada;Regulado;NO;;;;11/06/2021
CP-EMIC2021-001;EMIC;EMCALI;5/03/2021;01/07/2021 al 31/12/2032;12/03/2021;7/04/2021;5/05/2021;14/05/2021;8/06/2021;Cerrada y adjudicada;Regulado;NO;;;;2/07/2021
CP-EPMC2021-001;EPMC;EPM;18/03/2021;01/01/2022 al 31/12/2027;24/03/2021;16/04/2021;14/05/2021;28/05/2021;22/06/2021;Cerrada y adjudicada;Regulado;NO;;;;8/07/2021
CP-ENIC2021-001;ENIC;ENELAR;25/03/2021;01/08/2021 al 31/12/2024;26/03/2021;20/04/2021;21/05/2021;3/06/2021;16/06/2021;Cerrada y adjudicada;Regulado;NO;;;;7/07/2021
CP-RTQC2021-001;RTQC;RUITOQUE;30/03/2021;19/07/2021 al 31/12/2023;30/03/2021;22/04/2021;21/05/2021;3/06/2021;28/06/2021;Cerrada y desierta;Regulado;NO;;;;8/06/2021
CP-CSSC2021-002;CSSC;Air-e;31/03/2021;01/07/2021 al 31/12/2026;31/03/2021;14/04/2021;21/05/2021;3/06/2021;16/06/2021;Cerrada y adjudicada;Regulado;NO;;;;21/06/2021
CP-EDQC2021-001;EDQC;EDEQ;5/04/2021;01/01/2022 al 31/12/2023;5/04/2021;26/04/2021;27/05/2021;10/06/2021;2/07/2021;Cerrada y desierta;Regulado;NO;;;;16/06/2021
